Timestamp,mq2,mq3,mq5,mq6,mq8,mq9,mics_Vred,mics_Vnox,mq214
2024-04-29 16:19:26,320,129,106,479,144,373,87,649,805
2024-04-29 16:19:27,320,129,106,479,144,373,87,445,805
2024-04-29 16:19:28,320,129,106,479,144,373,87,439,805
2024-04-29 16:19:29,320,129,106,479,144,373,87,436,804
2024-04-29 16:19:30,320,130,106,479,144,373,87,433,804
2024-04-29 16:19:31,320,129,106,479,144,373,87,430,804
2024-04-29 16:19:32,320,129,106,479,144,373,87,428,804
2024-04-29 16:19:33,320,129,106,479,144,373,87,427,804
2024-04-29 16:19:34,320,129,106,479,144,373,87,426,804
2024-04-29 16:19:35,320,130,106,479,144,373,87,425,804
2024-04-29 16:19:36,320,130,106,480,144,373,87,424,804
2024-04-29 16:19:37,320,129,106,479,144,373,87,423,804
2024-04-29 16:19:38,320,129,106,479,144,373,87,422,804
2024-04-29 16:19:39,320,130,106,480,144,373,87,421,804
2024-04-29 16:19:40,320,129,106,479,144,373,87,420,804
2024-04-29 16:19:41,320,129,106,479,144,373,87,419,804
2024-04-29 16:19:42,319,129,105,479,144,373,87,419,804
2024-04-29 16:19:43,319,130,106,479,144,373,87,418,804
2024-04-29 16:19:44,319,129,106,479,144,373,87,418,804
2024-04-29 16:19:45,319,129,106,479,144,373,87,417,804
2024-04-29 16:19:47,319,129,105,479,144,373,87,417,804
2024-04-29 16:19:48,319,129,105,479,144,373,87,416,804
2024-04-29 16:19:49,319,129,106,479,144,373,87,416,804
2024-04-29 16:19:50,319,129,106,479,144,373,87,416,804
2024-04-29 16:19:51,319,129,106,479,144,373,87,415,804
2024-04-29 16:19:52,319,129,106,479,144,373,87,414,804
2024-04-29 16:19:53,319,129,106,479,144,373,87,414,804
2024-04-29 16:19:54,319,129,105,479,144,373,87,414,804
2024-04-29 16:19:55,319,129,106,479,144,373,87,414,804
2024-04-29 16:19:56,319,129,105,479,144,373,87,412,804
2024-04-29 16:19:57,319,129,106,479,144,373,87,413,805
2024-04-29 16:19:58,319,129,105,479,144,373,87,413,804
2024-04-29 16:19:59,319,129,105,479,144,373,87,412,805
2024-04-29 16:20:00,318,129,105,479,144,372,87,411,804
2024-04-29 16:20:01,318,129,105,479,144,372,87,412,804
2024-04-29 16:20:02,319,129,105,479,144,373,87,411,804
2024-04-29 16:20:03,319,129,105,479,144,372,87,411,804
2024-04-29 16:20:04,319,129,106,479,144,373,87,410,804
2024-04-29 16:20:05,318,129,105,479,144,373,87,411,804
2024-04-29 16:20:06,319,129,106,479,144,372,87,411,804
2024-04-29 16:20:07,318,129,105,479,144,372,87,410,804
2024-04-29 16:20:08,318,129,105,478,144,372,87,409,804
2024-04-29 16:20:09,318,129,106,479,144,372,87,410,804
2024-04-29 16:20:10,318,129,105,479,144,372,87,409,804
2024-04-29 16:20:11,318,129,105,479,144,372,87,409,804
2024-04-29 16:20:12,318,129,105,479,144,372,87,409,804
2024-04-29 16:20:13,318,129,105,479,144,372,87,409,804
2024-04-29 16:20:14,318,129,105,478,144,372,87,409,804
2024-04-29 16:20:15,318,129,106,478,144,372,87,408,804
2024-04-29 16:20:16,318,129,105,478,144,372,87,407,804
2024-04-29 16:20:17,318,129,106,478,144,372,87,408,804
2024-04-29 16:20:18,318,129,105,478,144,372,87,408,804
2024-04-29 16:20:19,318,129,105,478,144,372,87,407,804
2024-04-29 16:20:20,317,129,105,478,144,372,87,408,804
2024-04-29 16:20:21,317,129,105,478,144,372,87,407,804
2024-04-29 16:20:22,317,129,105,478,144,372,87,407,804
2024-04-29 16:20:23,317,129,105,478,144,372,87,407,804
2024-04-29 16:20:24,317,129,106,478,144,372,87,406,804
2024-04-29 16:20:25,317,129,105,478,144,372,87,407,804
2024-04-29 16:20:26,317,129,106,478,144,372,87,406,804
2024-04-29 16:20:27,317,129,105,478,144,372,87,406,804
2024-04-29 16:20:28,317,129,105,478,144,372,87,406,804
2024-04-29 16:20:29,317,129,105,478,144,372,87,406,804
2024-04-29 16:20:30,317,129,105,478,144,371,87,406,804
2024-04-29 16:20:31,317,129,105,478,144,372,87,405,804
2024-04-29 16:20:32,317,129,105,478,144,371,87,406,804
2024-04-29 16:20:33,317,129,105,478,144,371,87,406,804
2024-04-29 16:20:34,316,129,105,478,144,371,87,405,804
2024-04-29 16:20:35,316,129,105,478,144,371,87,405,804
2024-04-29 16:20:36,316,129,105,477,143,371,87,405,804
2024-04-29 16:20:37,316,129,105,477,144,371,87,405,804
2024-04-29 16:20:38,316,129,105,477,144,371,87,405,804
2024-04-29 16:20:39,316,129,105,478,144,371,87,404,804
2024-04-29 16:20:40,316,129,105,478,144,371,87,404,804
2024-04-29 16:20:41,316,129,105,477,144,371,87,405,804
2024-04-29 16:20:42,316,129,105,477,144,371,87,403,804
2024-04-29 16:20:43,316,129,105,477,144,371,87,404,804
2024-04-29 16:20:44,316,129,105,477,144,371,87,404,804
2024-04-29 16:20:45,316,129,105,477,144,371,87,404,804
2024-04-29 16:20:46,316,129,105,477,144,371,87,403,804
2024-04-29 16:20:47,316,129,105,477,144,371,87,403,804
2024-04-29 16:20:48,316,129,105,477,143,371,87,403,804
2024-04-29 16:20:49,316,129,105,477,144,371,87,402,804
2024-04-29 16:20:50,316,129,105,477,144,371,87,402,804
2024-04-29 16:20:51,316,129,105,477,144,371,87,402,804
2024-04-29 16:20:52,316,129,105,477,144,371,87,403,804
2024-04-29 16:20:53,316,129,105,477,144,371,87,401,804
2024-04-29 16:20:54,316,129,105,477,144,371,87,401,804
2024-04-29 16:20:55,315,129,105,477,144,371,87,401,804
2024-04-29 16:20:56,315,129,105,477,144,370,87,401,804
2024-04-29 16:20:57,315,129,105,477,144,371,87,401,804
2024-04-29 16:20:58,315,129,105,477,143,371,87,401,804
2024-04-29 16:20:59,315,129,105,477,144,371,87,401,805
2024-04-29 16:21:00,315,129,105,477,144,371,87,401,804
2024-04-29 16:21:01,315,129,105,477,144,371,87,401,804
2024-04-29 16:21:02,315,129,105,477,143,370,87,400,804
2024-04-29 16:21:03,315,129,105,477,144,370,87,401,804
2024-04-29 16:21:04,315,129,105,477,143,370,87,401,804
2024-04-29 16:21:05,315,129,105,477,143,370,87,400,804
2024-04-29 16:21:06,315,129,105,477,144,370,87,400,804
2024-04-29 16:21:07,315,129,105,477,143,370,87,400,804
2024-04-29 16:21:08,315,129,105,476,143,370,87,400,804
2024-04-29 16:21:10,315,129,105,477,144,370,87,400,804
2024-04-29 16:21:11,315,129,105,477,143,370,87,400,804
2024-04-29 16:21:12,315,129,105,476,143,370,87,400,804
2024-04-29 16:21:13,315,129,105,476,144,370,87,400,804
2024-04-29 16:21:14,315,129,105,477,144,370,87,400,804
2024-04-29 16:21:15,315,129,105,476,144,370,87,399,804
2024-04-29 16:21:16,315,129,105,477,143,370,87,400,804
2024-04-29 16:21:17,315,129,105,476,143,370,87,400,804
2024-04-29 16:21:18,314,129,105,476,144,370,87,398,804
2024-04-29 16:21:19,314,129,105,476,143,370,87,399,804
2024-04-29 16:21:20,314,129,105,476,144,370,87,399,804
2024-04-29 16:21:21,314,129,105,476,144,370,87,398,804
2024-04-29 16:21:22,314,128,105,476,143,370,87,397,804
2024-04-29 16:21:23,314,128,105,476,143,370,87,397,804
2024-04-29 16:21:24,314,129,105,476,143,370,87,398,804
2024-04-29 16:21:25,314,129,105,476,143,370,87,398,804
2024-04-29 16:21:26,314,129,105,476,143,370,87,398,804
2024-04-29 16:21:27,314,129,105,476,143,370,87,398,804
2024-04-29 16:21:28,314,129,105,476,143,370,87,398,804
2024-04-29 16:21:29,314,129,105,476,143,370,87,397,804
2024-04-29 16:21:30,314,128,105,476,143,370,87,396,804
2024-04-29 16:21:31,314,129,105,476,143,369,87,397,804
2024-04-29 16:21:32,314,129,105,475,143,370,87,397,804
2024-04-29 16:21:33,313,128,105,476,143,370,87,397,804
2024-04-29 16:21:34,313,129,105,476,143,369,87,397,804
2024-04-29 16:21:35,314,129,105,475,143,370,87,397,804
2024-04-29 16:21:36,314,129,105,475,143,369,87,396,804
2024-04-29 16:21:37,313,128,105,476,143,369,87,396,804
2024-04-29 16:21:38,313,129,104,475,143,369,87,396,804
2024-04-29 16:21:39,313,129,105,475,143,369,87,396,804
2024-04-29 16:21:40,313,129,105,475,143,369,87,396,804
2024-04-29 16:21:41,313,128,105,475,143,369,87,395,804
2024-04-29 16:21:42,313,129,105,476,143,369,87,396,804
2024-04-29 16:21:43,313,128,105,476,143,369,87,395,804
2024-04-29 16:21:44,313,128,105,475,143,369,87,396,804
2024-04-29 16:21:45,313,128,105,475,143,369,87,395,804
2024-04-29 16:21:46,313,128,105,475,143,369,87,395,804
2024-04-29 16:21:47,313,129,105,475,143,369,87,395,804
2024-04-29 16:21:48,313,128,105,475,143,369,87,394,804
2024-04-29 16:21:49,313,128,105,475,143,369,87,395,804
2024-04-29 16:21:50,313,129,105,475,143,369,87,395,804
2024-04-29 16:21:51,313,129,105,475,143,369,87,395,804
2024-04-29 16:21:52,313,128,105,475,143,369,87,395,804
2024-04-29 16:21:53,313,128,105,475,143,369,87,394,804
2024-04-29 16:21:54,313,129,105,475,143,369,87,395,804
2024-04-29 16:21:55,313,128,105,475,143,369,87,394,804
2024-04-29 16:21:56,313,128,105,475,143,369,87,394,804
2024-04-29 16:21:57,312,128,105,475,143,369,87,394,804
2024-04-29 16:21:58,313,128,104,475,143,369,87,394,804
2024-04-29 16:21:59,313,129,105,475,143,369,87,393,804
2024-04-29 16:22:00,312,129,104,475,143,369,87,394,804
2024-04-29 16:22:01,312,128,104,475,143,369,87,393,805
2024-04-29 16:22:02,312,128,105,475,143,368,87,394,804
2024-04-29 16:22:03,312,128,104,475,143,369,87,393,804
2024-04-29 16:22:04,312,128,105,474,143,369,87,393,804
2024-04-29 16:22:05,312,128,105,474,143,368,87,393,804
2024-04-29 16:22:06,312,128,104,474,143,368,87,393,804
2024-04-29 16:22:07,312,128,105,474,143,368,87,393,804
2024-04-29 16:22:08,312,128,105,474,143,368,87,392,804
2024-04-29 16:22:09,312,128,104,474,143,368,87,393,804
2024-04-29 16:22:10,312,128,105,474,143,368,87,393,804
2024-04-29 16:22:11,312,128,104,474,143,368,87,392,804
2024-04-29 16:22:12,312,128,104,474,143,368,87,392,804
2024-04-29 16:22:13,312,128,105,474,143,368,87,392,804
2024-04-29 16:22:14,312,128,104,474,143,368,87,392,804
2024-04-29 16:22:15,312,128,105,474,143,368,87,392,804
2024-04-29 16:22:16,312,128,104,474,143,368,87,391,804
2024-04-29 16:22:17,311,128,104,474,143,368,87,392,804
2024-04-29 16:22:18,312,128,104,474,143,368,87,392,804
2024-04-29 16:22:19,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:20,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:21,311,128,104,474,143,368,87,392,804
2024-04-29 16:22:22,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:23,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:24,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:25,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:26,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:27,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:28,311,128,105,474,143,368,87,390,804
2024-04-29 16:22:29,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:30,311,128,104,474,143,368,87,391,804
2024-04-29 16:22:32,311,128,104,474,143,368,87,391,805
2024-04-29 16:22:33,311,128,104,474,143,368,87,390,804
2024-04-29 16:22:34,311,128,104,474,143,368,87,390,804
2024-04-29 16:22:35,311,128,104,474,143,368,87,391,804
