Timestamp,mics_Vred
2024-07-16 14:00:00,32
2024-07-16 14:00:01,33
2024-07-16 14:00:02,33
2024-07-16 14:00:03,33
2024-07-16 14:00:04,32
2024-07-16 14:00:05,32
2024-07-16 14:00:06,32
2024-07-16 14:00:07,32
2024-07-16 14:00:08,32
2024-07-16 14:00:09,32
2024-07-16 14:00:10,33
2024-07-16 14:00:11,33
2024-07-16 14:00:12,33
2024-07-16 14:00:13,33
2024-07-16 14:00:14,33
2024-07-16 14:00:15,32
2024-07-16 14:00:16,32
2024-07-16 14:00:17,32
2024-07-16 14:00:18,32
2024-07-16 14:00:19,32
2024-07-16 14:00:20,32
2024-07-16 14:00:21,32
2024-07-16 14:00:22,32
2024-07-16 14:00:23,32
2024-07-16 14:00:24,32
2024-07-16 14:00:25,32
2024-07-16 14:00:27,32
2024-07-16 14:00:28,32
2024-07-16 14:00:29,32
2024-07-16 14:00:30,32
2024-07-16 14:00:31,32
2024-07-16 14:00:32,32
2024-07-16 14:00:33,32
2024-07-16 14:00:34,32
2024-07-16 14:00:35,32
2024-07-16 14:00:36,32
2024-07-16 14:00:37,32
2024-07-16 14:00:38,32
2024-07-16 14:00:39,32
2024-07-16 14:00:40,32
2024-07-16 14:00:41,32
2024-07-16 14:00:42,32
2024-07-16 14:00:43,33
2024-07-16 14:00:44,32
2024-07-16 14:00:45,32
2024-07-16 14:00:46,32
2024-07-16 14:00:47,32
2024-07-16 14:00:48,32
2024-07-16 14:00:49,32
2024-07-16 14:00:50,32
2024-07-16 14:00:51,33
2024-07-16 14:00:52,32
2024-07-16 14:00:53,32
2024-07-16 14:00:54,32
2024-07-16 14:00:55,32
2024-07-16 14:00:56,32
2024-07-16 14:00:57,32
2024-07-16 14:00:58,32
2024-07-16 14:00:59,32
2024-07-16 14:01:00,33
2024-07-16 14:01:01,33
2024-07-16 14:01:02,33
2024-07-16 14:01:03,33
2024-07-16 14:01:04,33
2024-07-16 14:01:05,33
2024-07-16 14:01:06,33
2024-07-16 14:01:07,33
2024-07-16 14:01:08,33
2024-07-16 14:01:09,33
2024-07-16 14:01:10,33
2024-07-16 14:01:11,33
2024-07-16 14:01:12,33
2024-07-16 14:01:13,33
2024-07-16 14:01:14,33
2024-07-16 14:01:15,33
2024-07-16 14:01:16,33
2024-07-16 14:01:17,33
2024-07-16 14:01:18,33
2024-07-16 14:01:19,34
2024-07-16 14:01:20,33
2024-07-16 14:01:21,33
2024-07-16 14:01:22,33
2024-07-16 14:01:23,34
2024-07-16 14:01:24,35
2024-07-16 14:01:25,35
2024-07-16 14:01:26,36
