Timestamp,mics_Vred
2024-07-16 14:45:00,32
2024-07-16 14:45:01,32
2024-07-16 14:45:02,32
2024-07-16 14:45:03,32
2024-07-16 14:45:05,32
2024-07-16 14:45:06,32
2024-07-16 14:45:07,32
2024-07-16 14:45:08,32
2024-07-16 14:45:09,32
2024-07-16 14:45:10,32
2024-07-16 14:45:11,32
2024-07-16 14:45:12,32
2024-07-16 14:45:13,32
2024-07-16 14:45:14,32
2024-07-16 14:45:15,32
2024-07-16 14:45:16,32
2024-07-16 14:45:17,32
2024-07-16 14:45:18,32
2024-07-16 14:45:19,32
2024-07-16 14:45:20,32
2024-07-16 14:45:21,32
2024-07-16 14:45:22,33
2024-07-16 14:45:23,32
2024-07-16 14:45:24,32
2024-07-16 14:45:25,32
2024-07-16 14:45:26,32
2024-07-16 14:45:27,33
2024-07-16 14:45:28,33
2024-07-16 14:45:29,33
2024-07-16 14:45:30,33
2024-07-16 14:45:31,34
2024-07-16 14:45:32,33
2024-07-16 14:45:33,33
2024-07-16 14:45:34,33
2024-07-16 14:45:35,33
2024-07-16 14:45:36,32
2024-07-16 14:45:37,32
2024-07-16 14:45:38,32
2024-07-16 14:45:39,32
2024-07-16 14:45:40,32
2024-07-16 14:45:41,32
2024-07-16 14:45:42,32
2024-07-16 14:45:43,32
2024-07-16 14:45:44,32
2024-07-16 14:45:45,32
2024-07-16 14:45:46,32
2024-07-16 14:45:47,32
2024-07-16 14:45:48,32
2024-07-16 14:45:49,32
2024-07-16 14:45:50,32
2024-07-16 14:45:51,33
2024-07-16 14:45:52,33
2024-07-16 14:45:53,33
2024-07-16 14:45:54,32
2024-07-16 14:45:55,32
2024-07-16 14:45:56,32
2024-07-16 14:45:57,32
2024-07-16 14:45:58,32
2024-07-16 14:45:59,32
2024-07-16 14:46:00,33
2024-07-16 14:46:01,33
2024-07-16 14:46:02,33
2024-07-16 14:46:03,33
2024-07-16 14:46:04,33
2024-07-16 14:46:05,33
2024-07-16 14:46:06,33
2024-07-16 14:46:07,33
2024-07-16 14:46:08,33
2024-07-16 14:46:09,32
2024-07-16 14:46:10,32
2024-07-16 14:46:11,32
2024-07-16 14:46:12,32
2024-07-16 14:46:13,32
2024-07-16 14:46:14,32
2024-07-16 14:46:15,33
2024-07-16 14:46:16,34
2024-07-16 14:46:17,34
2024-07-16 14:46:18,34
2024-07-16 14:46:19,34
2024-07-16 14:46:20,34
2024-07-16 14:46:21,34
2024-07-16 14:46:22,34
2024-07-16 14:46:23,34
2024-07-16 14:46:24,34
2024-07-16 14:46:25,35
2024-07-16 14:46:26,35
2024-07-16 14:46:27,35
2024-07-16 14:46:29,35
2024-07-16 14:46:30,34
2024-07-16 14:46:31,35
2024-07-16 14:46:32,34
2024-07-16 14:46:33,34
2024-07-16 14:46:34,34
2024-07-16 14:46:35,34
2024-07-16 14:46:36,33
2024-07-16 14:46:37,33
2024-07-16 14:46:38,33
2024-07-16 14:46:39,33
2024-07-16 14:46:40,33
2024-07-16 14:46:41,34
2024-07-16 14:46:42,35
2024-07-16 14:46:43,35
2024-07-16 14:46:44,35
2024-07-16 14:46:45,35
2024-07-16 14:46:46,35
2024-07-16 14:46:47,36
2024-07-16 14:46:48,35
2024-07-16 14:46:49,35
2024-07-16 14:46:50,35
2024-07-16 14:46:51,35
2024-07-16 14:46:52,35
2024-07-16 14:46:53,35
2024-07-16 14:46:54,35
2024-07-16 14:46:55,35
2024-07-16 14:46:56,35
2024-07-16 14:46:57,35
2024-07-16 14:46:58,35
2024-07-16 14:46:59,35
2024-07-16 14:47:00,35
2024-07-16 14:47:01,35
2024-07-16 14:47:02,35
2024-07-16 14:47:03,35
2024-07-16 14:47:04,34
2024-07-16 14:47:05,34
2024-07-16 14:47:06,34
2024-07-16 14:47:07,34
2024-07-16 14:47:08,34
2024-07-16 14:47:09,34
2024-07-16 14:47:10,34
2024-07-16 14:47:11,34
2024-07-16 14:47:12,34
2024-07-16 14:47:13,34
2024-07-16 14:47:14,34
2024-07-16 14:47:15,34
2024-07-16 14:47:16,35
2024-07-16 14:47:17,35
2024-07-16 14:47:18,35
2024-07-16 14:47:19,34
2024-07-16 14:47:20,35
2024-07-16 14:47:21,35
2024-07-16 14:47:22,34
2024-07-16 14:47:23,34
2024-07-16 14:47:24,33
2024-07-16 14:47:25,33
2024-07-16 14:47:26,33
2024-07-16 14:47:27,33
2024-07-16 14:47:28,32
2024-07-16 14:47:29,32
2024-07-16 14:47:30,32
2024-07-16 14:47:31,34
2024-07-16 14:47:32,33
2024-07-16 14:47:33,33
2024-07-16 14:47:34,33
2024-07-16 14:47:35,33
2024-07-16 14:47:36,33
2024-07-16 14:47:37,33
2024-07-16 14:47:38,33
2024-07-16 14:47:39,33
2024-07-16 14:47:40,33
2024-07-16 14:47:41,32
2024-07-16 14:47:42,33
2024-07-16 14:47:43,32
2024-07-16 14:47:44,33
2024-07-16 14:47:45,33
2024-07-16 14:47:46,33
2024-07-16 14:47:47,33
2024-07-16 14:47:48,33
2024-07-16 14:47:49,33
2024-07-16 14:47:50,33
2024-07-16 14:47:51,34
2024-07-16 14:47:53,33
2024-07-16 14:47:54,33
