Timestamp,mics_Vred
2024-07-16 15:45:00,29
2024-07-16 15:45:01,29
2024-07-16 15:45:02,28
2024-07-16 15:45:04,29
2024-07-16 15:45:05,29
2024-07-16 15:45:06,29
2024-07-16 15:45:07,28
2024-07-16 15:45:08,28
2024-07-16 15:45:09,28
2024-07-16 15:45:10,28
2024-07-16 15:45:11,29
2024-07-16 15:45:12,29
2024-07-16 15:45:13,29
2024-07-16 15:45:14,29
2024-07-16 15:45:15,29
2024-07-16 15:45:16,29
2024-07-16 15:45:17,29
2024-07-16 15:45:18,29
2024-07-16 15:45:19,29
2024-07-16 15:45:20,29
2024-07-16 15:45:21,29
2024-07-16 15:45:22,29
2024-07-16 15:45:23,29
2024-07-16 15:45:24,29
2024-07-16 15:45:25,29
2024-07-16 15:45:26,29
2024-07-16 15:45:27,28
2024-07-16 15:45:28,28
2024-07-16 15:45:29,28
2024-07-16 15:45:30,28
2024-07-16 15:45:31,28
2024-07-16 15:45:32,29
2024-07-16 15:45:33,29
2024-07-16 15:45:34,28
2024-07-16 15:45:35,28
2024-07-16 15:45:36,28
2024-07-16 15:45:37,28
2024-07-16 15:45:38,28
2024-07-16 15:45:39,28
2024-07-16 15:45:40,28
2024-07-16 15:45:41,28
2024-07-16 15:45:42,28
2024-07-16 15:45:43,28
2024-07-16 15:45:44,28
2024-07-16 15:45:45,28
2024-07-16 15:45:46,29
2024-07-16 15:45:47,28
2024-07-16 15:45:48,28
2024-07-16 15:45:49,28
2024-07-16 15:45:50,28
2024-07-16 15:45:51,29
2024-07-16 15:45:52,28
2024-07-16 15:45:53,28
2024-07-16 15:45:54,29
2024-07-16 15:45:55,28
2024-07-16 15:45:56,29
2024-07-16 15:45:57,28
2024-07-16 15:45:58,28
2024-07-16 15:45:59,31
2024-07-16 15:46:00,37
2024-07-16 15:46:01,37
2024-07-16 15:46:02,49
2024-07-16 15:46:03,374
2024-07-16 15:46:04,690
2024-07-16 15:46:05,486
2024-07-16 15:46:06,330
2024-07-16 15:46:07,396
2024-07-16 15:46:08,348
2024-07-16 15:46:09,252
2024-07-16 15:46:10,251
2024-07-16 15:46:11,217
2024-07-16 15:46:12,151
2024-07-16 15:46:13,78
2024-07-16 15:46:14,57
2024-07-16 15:46:15,52
2024-07-16 15:46:16,53
2024-07-16 15:46:17,52
2024-07-16 15:46:18,52
2024-07-16 15:46:19,47
2024-07-16 15:46:20,48
2024-07-16 15:46:21,47
2024-07-16 15:46:22,48
2024-07-16 15:46:23,48
2024-07-16 15:46:24,53
2024-07-16 15:46:25,56
2024-07-16 15:46:26,67
2024-07-16 15:46:28,72
2024-07-16 15:46:29,72
2024-07-16 15:46:30,75
2024-07-16 15:46:31,52
2024-07-16 15:46:32,42
2024-07-16 15:46:33,47
2024-07-16 15:46:34,57
2024-07-16 15:46:35,45
2024-07-16 15:46:36,41
2024-07-16 15:46:37,42
2024-07-16 15:46:38,41
2024-07-16 15:46:39,42
2024-07-16 15:46:40,43
2024-07-16 15:46:41,41
2024-07-16 15:46:42,39
2024-07-16 15:46:43,36
2024-07-16 15:46:44,35
2024-07-16 15:46:45,33
2024-07-16 15:46:46,39
2024-07-16 15:46:47,141
2024-07-16 15:46:48,502
2024-07-16 15:46:49,370
2024-07-16 15:46:50,400
2024-07-16 15:46:51,443
2024-07-16 15:46:52,511
2024-07-16 15:46:53,358
2024-07-16 15:46:54,263
2024-07-16 15:46:55,277
2024-07-16 15:46:56,306
2024-07-16 15:46:57,308
2024-07-16 15:46:58,263
2024-07-16 15:46:59,237
2024-07-16 15:47:00,214
2024-07-16 15:47:01,208
2024-07-16 15:47:02,214
2024-07-16 15:47:03,232
2024-07-16 15:47:04,228
2024-07-16 15:47:05,193
2024-07-16 15:47:06,175
2024-07-16 15:47:07,168
2024-07-16 15:47:08,132
2024-07-16 15:47:09,77
2024-07-16 15:47:10,79
2024-07-16 15:47:11,76
2024-07-16 15:47:12,74
2024-07-16 15:47:13,64
2024-07-16 15:47:14,59
2024-07-16 15:47:15,59
2024-07-16 15:47:16,54
2024-07-16 15:47:17,50
2024-07-16 15:47:18,46
2024-07-16 15:47:19,44
2024-07-16 15:47:20,36
2024-07-16 15:47:21,35
2024-07-16 15:47:22,33
2024-07-16 15:47:23,32
2024-07-16 15:47:24,32
2024-07-16 15:47:25,34
2024-07-16 15:47:26,33
2024-07-16 15:47:27,30
2024-07-16 15:47:28,30
2024-07-16 15:47:29,30
2024-07-16 15:47:30,30
2024-07-16 15:47:31,31
2024-07-16 15:47:32,32
2024-07-16 15:47:33,32
2024-07-16 15:47:34,32
2024-07-16 15:47:35,32
2024-07-16 15:47:36,32
2024-07-16 15:47:37,32
2024-07-16 15:47:38,31
2024-07-16 15:47:39,30
2024-07-16 15:47:40,30
2024-07-16 15:47:41,30
2024-07-16 15:47:42,30
2024-07-16 15:47:43,30
2024-07-16 15:47:44,31
2024-07-16 15:47:45,30
2024-07-16 15:47:46,30
2024-07-16 15:47:47,30
2024-07-16 15:47:48,30
2024-07-16 15:47:49,30
2024-07-16 15:47:51,30
2024-07-16 15:47:52,29
2024-07-16 15:47:53,29
2024-07-16 15:47:54,28
2024-07-16 15:47:55,28
2024-07-16 15:47:56,28
2024-07-16 15:47:57,29
2024-07-16 15:47:58,29
2024-07-16 15:47:59,28
2024-07-16 15:48:00,28
2024-07-16 15:48:01,28
2024-07-16 15:48:02,29
2024-07-16 15:48:03,29
2024-07-16 15:48:04,28
2024-07-16 15:48:05,28
2024-07-16 15:48:06,28
2024-07-16 15:48:07,28
2024-07-16 15:48:08,28
2024-07-16 15:48:09,29
2024-07-16 15:48:10,28
2024-07-16 15:48:11,29
2024-07-16 15:48:12,29
2024-07-16 15:48:13,29
2024-07-16 15:48:14,29
2024-07-16 15:48:15,29
2024-07-16 15:48:16,29
2024-07-16 15:48:17,28
2024-07-16 15:48:18,28
2024-07-16 15:48:19,28
2024-07-16 15:48:20,28
2024-07-16 15:48:21,28
2024-07-16 15:48:22,28
2024-07-16 15:48:23,28
2024-07-16 15:48:24,28
2024-07-16 15:48:25,28
2024-07-16 15:48:26,29
2024-07-16 15:48:27,29
2024-07-16 15:48:28,28
2024-07-16 15:48:29,29
2024-07-16 15:48:30,29
2024-07-16 15:48:31,29
2024-07-16 15:48:32,29
2024-07-16 15:48:33,29
2024-07-16 15:48:34,29
2024-07-16 15:48:35,29
2024-07-16 15:48:36,29
2024-07-16 15:48:37,30
2024-07-16 15:48:38,30
2024-07-16 15:48:39,30
2024-07-16 15:48:40,30
2024-07-16 15:48:41,30
2024-07-16 15:48:42,30
2024-07-16 15:48:43,30
2024-07-16 15:48:44,29
2024-07-16 15:48:45,29
2024-07-16 15:48:46,30
2024-07-16 15:48:47,30
2024-07-16 15:48:48,30
2024-07-16 15:48:49,30
2024-07-16 15:48:50,30
2024-07-16 15:48:51,30
2024-07-16 15:48:52,30
2024-07-16 15:48:53,30
2024-07-16 15:48:54,31
2024-07-16 15:48:55,31
2024-07-16 15:48:56,31
2024-07-16 15:48:57,31
2024-07-16 15:48:58,31
2024-07-16 15:48:59,32
2024-07-16 15:49:00,32
2024-07-16 15:49:01,32
2024-07-16 15:49:02,32
2024-07-16 15:49:03,32
2024-07-16 15:49:04,32
2024-07-16 15:49:05,32
2024-07-16 15:49:06,32
2024-07-16 15:49:07,31
2024-07-16 15:49:08,31
2024-07-16 15:49:09,31
2024-07-16 15:49:10,31
2024-07-16 15:49:11,31
2024-07-16 15:49:12,34
2024-07-16 15:49:13,40
2024-07-16 15:49:15,39
2024-07-16 15:49:16,38
2024-07-16 15:49:17,37
2024-07-16 15:49:18,315
2024-07-16 15:49:19,76
2024-07-16 15:49:20,126
2024-07-16 15:49:21,243
2024-07-16 15:49:22,349
2024-07-16 15:49:23,387
2024-07-16 15:49:24,341
2024-07-16 15:49:25,288
2024-07-16 15:49:26,250
2024-07-16 15:49:27,142
2024-07-16 15:49:28,96
2024-07-16 15:49:29,86
2024-07-16 15:49:30,101
2024-07-16 15:49:31,73
2024-07-16 15:49:32,63
2024-07-16 15:49:33,65
2024-07-16 15:49:34,66
2024-07-16 15:49:35,65
2024-07-16 15:49:36,56
2024-07-16 15:49:37,49
2024-07-16 15:49:38,45
2024-07-16 15:49:39,44
2024-07-16 15:49:40,43
2024-07-16 15:49:41,41
2024-07-16 15:49:42,41
2024-07-16 15:49:43,41
2024-07-16 15:49:44,41
2024-07-16 15:49:45,45
2024-07-16 15:49:46,83
2024-07-16 15:49:47,97
2024-07-16 15:49:48,155
2024-07-16 15:49:49,189
2024-07-16 15:49:50,160
2024-07-16 15:49:51,132
2024-07-16 15:49:52,70
2024-07-16 15:49:53,59
2024-07-16 15:49:54,86
2024-07-16 15:49:55,127
2024-07-16 15:49:56,72
2024-07-16 15:49:57,47
2024-07-16 15:49:58,38
2024-07-16 15:49:59,40
2024-07-16 15:50:00,37
2024-07-16 15:50:01,34
2024-07-16 15:50:02,32
2024-07-16 15:50:03,32
2024-07-16 15:50:04,32
2024-07-16 15:50:05,31
2024-07-16 15:50:06,30
2024-07-16 15:50:07,30
2024-07-16 15:50:08,30
2024-07-16 15:50:09,30
2024-07-16 15:50:10,30
2024-07-16 15:50:11,29
2024-07-16 15:50:12,30
2024-07-16 15:50:13,30
2024-07-16 15:50:14,30
2024-07-16 15:50:15,30
2024-07-16 15:50:16,30
2024-07-16 15:50:17,30
2024-07-16 15:50:18,30
2024-07-16 15:50:19,30
2024-07-16 15:50:20,30
2024-07-16 15:50:21,30
2024-07-16 15:50:22,30
2024-07-16 15:50:23,30
2024-07-16 15:50:24,30
2024-07-16 15:50:25,31
2024-07-16 15:50:26,31
2024-07-16 15:50:27,31
2024-07-16 15:50:28,31
2024-07-16 15:50:29,31
2024-07-16 15:50:30,31
2024-07-16 15:50:31,31
2024-07-16 15:50:32,31
2024-07-16 15:50:33,32
2024-07-16 15:50:34,32
2024-07-16 15:50:35,32
2024-07-16 15:50:36,32
2024-07-16 15:50:37,32
