Timestamp,mq2,mq3,mq5,mq6,mq8,mq9,mics_Vred,mics_Vnox,mq214
2024-07-16 15:30:00,152,38,24,121,27,118,29,499,1012
2024-07-16 15:30:01,152,38,24,121,27,118,29,499,1012
2024-07-16 15:30:02,152,38,24,121,28,118,29,499,1012
2024-07-16 15:30:03,152,38,25,121,27,118,29,500,1012
2024-07-16 15:30:04,152,38,24,121,27,118,29,500,1012
2024-07-16 15:30:05,152,38,24,121,27,118,29,500,1012
2024-07-16 15:30:06,152,38,24,121,28,118,29,500,1012
2024-07-16 15:30:07,151,38,24,121,28,118,29,500,1012
2024-07-16 15:30:08,152,38,24,121,27,118,29,500,1012
2024-07-16 15:30:09,152,38,24,121,28,118,29,500,1012
2024-07-16 15:30:10,152,38,24,121,27,118,29,500,1012
2024-07-16 15:30:11,152,38,24,121,28,118,29,500,1012
2024-07-16 15:30:12,152,38,24,121,28,118,29,499,1012
2024-07-16 15:30:13,151,38,24,121,28,118,29,499,1011
2024-07-16 15:30:14,151,38,24,121,28,118,29,499,1012
2024-07-16 15:30:15,152,38,24,121,27,118,29,499,1011
2024-07-16 15:30:16,151,37,24,121,28,118,28,499,1012
2024-07-16 15:30:17,151,38,25,121,27,118,28,499,1012
2024-07-16 15:30:18,151,37,24,121,28,118,28,499,1012
2024-07-16 15:30:19,151,38,24,121,27,118,29,499,1012
2024-07-16 15:30:20,151,37,25,121,27,118,29,499,1012
2024-07-16 15:30:21,151,38,24,121,27,118,29,499,1012
2024-07-16 15:30:22,151,37,24,121,27,118,29,499,1012
2024-07-16 15:30:23,151,38,24,121,28,118,28,499,1012
2024-07-16 15:30:24,151,38,24,121,28,118,28,499,1012
2024-07-16 15:30:25,151,37,24,121,28,118,28,499,1012
2024-07-16 15:30:26,151,38,24,121,28,118,28,498,1012
2024-07-16 15:30:27,151,38,24,121,27,117,28,498,1012
2024-07-16 15:30:28,151,38,24,121,28,118,28,498,1012
2024-07-16 15:30:29,151,38,24,121,27,117,28,499,1011
2024-07-16 15:30:30,151,38,24,121,28,117,28,498,1012
2024-07-16 15:30:31,151,38,24,121,28,117,28,498,1012
2024-07-16 15:30:32,151,37,24,121,28,117,28,498,1012
2024-07-16 15:30:33,151,37,25,121,28,117,29,498,1012
2024-07-16 15:30:34,150,37,24,121,27,117,28,498,1012
2024-07-16 15:30:35,150,37,24,121,28,117,28,498,1012
2024-07-16 15:30:36,150,37,24,121,28,117,29,498,1012
2024-07-16 15:30:37,150,37,24,121,28,117,28,498,1012
2024-07-16 15:30:38,150,37,24,121,27,117,28,498,1012
2024-07-16 15:30:39,150,37,24,121,27,117,28,498,1012
2024-07-16 15:30:40,150,37,24,121,27,117,28,498,1012
2024-07-16 15:30:41,150,37,24,121,28,117,28,498,1011
2024-07-16 15:30:42,150,37,24,121,27,117,28,498,1012
2024-07-16 15:30:43,150,37,24,121,28,117,28,498,1012
2024-07-16 15:30:44,150,37,24,121,27,117,28,498,1011
2024-07-16 15:30:45,150,37,24,121,28,117,28,497,1012
2024-07-16 15:30:46,149,37,24,121,28,117,28,497,1012
2024-07-16 15:30:47,149,37,24,121,28,117,28,497,1012
2024-07-16 15:30:48,149,37,24,121,28,117,28,497,1012
2024-07-16 15:30:49,149,37,24,121,27,117,28,497,1012
2024-07-16 15:30:50,149,37,24,121,28,117,28,497,1012
2024-07-16 15:30:51,149,37,24,121,28,117,28,497,1012
2024-07-16 15:30:52,149,37,24,121,28,117,28,497,1012
2024-07-16 15:30:53,149,37,24,121,27,117,28,497,1012
2024-07-16 15:30:54,149,37,24,121,28,116,28,497,1011
2024-07-16 15:30:55,148,37,24,121,28,116,28,496,1012
2024-07-16 15:30:56,149,37,24,121,27,116,28,496,1012
2024-07-16 15:30:57,148,37,24,121,28,116,28,496,1012
2024-07-16 15:30:58,148,37,24,121,27,116,28,496,1012
2024-07-16 15:30:59,148,37,24,121,27,116,28,497,1012
2024-07-16 15:31:00,148,37,24,121,27,116,28,496,1012
2024-07-16 15:31:01,148,37,24,121,28,117,28,496,1012
2024-07-16 15:31:02,149,37,24,120,27,116,28,496,1012
2024-07-16 15:31:03,148,37,24,121,27,117,28,496,1012
2024-07-16 15:31:04,148,37,24,121,28,116,28,496,1012
2024-07-16 15:31:05,148,37,24,121,27,117,29,497,1012
2024-07-16 15:31:07,148,37,24,121,28,116,28,496,1012
2024-07-16 15:31:08,148,37,24,121,28,116,29,497,1012
2024-07-16 15:31:09,148,37,24,121,28,116,28,497,1011
2024-07-16 15:31:10,148,37,24,120,28,116,29,497,1012
2024-07-16 15:31:11,148,37,24,121,28,116,29,497,1012
2024-07-16 15:31:12,148,37,24,121,27,116,29,497,1012
2024-07-16 15:31:13,148,37,25,121,27,117,29,497,1012
2024-07-16 15:31:14,148,37,24,121,27,117,29,497,1012
2024-07-16 15:31:15,148,37,24,121,27,117,28,496,1012
2024-07-16 15:31:16,148,37,24,121,28,117,29,497,1012
2024-07-16 15:31:17,148,37,24,121,28,117,29,497,1012
2024-07-16 15:31:18,148,37,24,121,28,117,29,497,1012
2024-07-16 15:31:19,148,37,24,121,28,117,29,497,1012
2024-07-16 15:31:20,148,37,24,121,27,117,29,497,1012
2024-07-16 15:31:21,148,37,24,121,28,117,28,496,1012
2024-07-16 15:31:22,148,37,24,121,27,117,28,497,1012
2024-07-16 15:31:23,148,37,24,121,27,117,28,496,1012
2024-07-16 15:31:24,148,37,24,121,27,117,28,496,1012
2024-07-16 15:31:25,148,37,24,121,27,117,28,496,1012
2024-07-16 15:31:26,148,37,24,120,28,117,28,496,1012
2024-07-16 15:31:27,148,37,24,121,27,117,28,496,1012
2024-07-16 15:31:28,148,37,24,120,28,117,28,496,1012
2024-07-16 15:31:29,148,37,25,121,27,116,28,496,1012
2024-07-16 15:31:30,148,37,24,121,28,117,28,496,1012
2024-07-16 15:31:31,148,37,24,121,27,117,28,496,1012
2024-07-16 15:31:32,148,37,24,121,28,117,28,495,1012
2024-07-16 15:31:33,148,37,24,121,27,116,28,495,1012
2024-07-16 15:31:34,148,37,24,120,27,116,28,495,1012
2024-07-16 15:31:35,148,37,24,120,27,116,28,495,1012
2024-07-16 15:31:36,148,37,24,120,27,117,28,495,1012
2024-07-16 15:31:37,148,37,24,120,27,116,28,495,1012
2024-07-16 15:31:38,148,37,24,120,27,117,28,495,1012
2024-07-16 15:31:39,148,37,24,120,28,116,28,495,1012
2024-07-16 15:31:40,148,37,24,120,27,116,28,495,1012
2024-07-16 15:31:41,148,37,24,120,28,116,28,495,1012
2024-07-16 15:31:42,148,37,24,120,27,116,28,495,1012
2024-07-16 15:31:43,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:44,148,37,24,121,27,117,28,494,1012
2024-07-16 15:31:45,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:46,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:47,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:48,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:49,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:50,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:51,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:52,148,37,24,120,27,116,28,494,1012
2024-07-16 15:31:53,148,37,24,120,27,116,28,494,1012
