Timestamp,mics_Vred
2024-07-16 15:00:00,31
2024-07-16 15:00:01,31
2024-07-16 15:00:02,31
2024-07-16 15:00:03,31
2024-07-16 15:00:04,31
2024-07-16 15:00:05,31
2024-07-16 15:00:06,30
2024-07-16 15:00:07,30
2024-07-16 15:00:08,30
2024-07-16 15:00:09,30
2024-07-16 15:00:10,30
2024-07-16 15:00:11,30
2024-07-16 15:00:12,30
2024-07-16 15:00:13,30
2024-07-16 15:00:14,30
2024-07-16 15:00:15,30
2024-07-16 15:00:16,30
2024-07-16 15:00:17,30
2024-07-16 15:00:18,30
2024-07-16 15:00:19,30
2024-07-16 15:00:20,30
2024-07-16 15:00:21,30
2024-07-16 15:00:22,30
2024-07-16 15:00:23,30
2024-07-16 15:00:24,29
2024-07-16 15:00:26,29
2024-07-16 15:00:27,29
2024-07-16 15:00:28,29
2024-07-16 15:00:29,29
2024-07-16 15:00:30,30
2024-07-16 15:00:31,30
2024-07-16 15:00:32,30
2024-07-16 15:00:33,30
2024-07-16 15:00:34,30
2024-07-16 15:00:35,30
2024-07-16 15:00:36,30
2024-07-16 15:00:37,30
2024-07-16 15:00:38,29
2024-07-16 15:00:39,30
2024-07-16 15:00:40,30
2024-07-16 15:00:41,30
2024-07-16 15:00:42,30
2024-07-16 15:00:43,30
2024-07-16 15:00:44,30
2024-07-16 15:00:45,30
2024-07-16 15:00:46,30
2024-07-16 15:00:47,30
2024-07-16 15:00:48,30
2024-07-16 15:00:49,30
2024-07-16 15:00:50,30
2024-07-16 15:00:51,30
2024-07-16 15:00:52,30
2024-07-16 15:00:53,30
2024-07-16 15:00:54,30
2024-07-16 15:00:55,30
2024-07-16 15:00:56,30
2024-07-16 15:00:57,30
2024-07-16 15:00:58,30
2024-07-16 15:00:59,30
2024-07-16 15:01:00,30
2024-07-16 15:01:01,30
2024-07-16 15:01:02,30
2024-07-16 15:01:03,30
2024-07-16 15:01:04,30
2024-07-16 15:01:05,30
2024-07-16 15:01:06,30
2024-07-16 15:01:07,30
2024-07-16 15:01:08,30
2024-07-16 15:01:09,29
2024-07-16 15:01:10,30
2024-07-16 15:01:11,30
2024-07-16 15:01:12,30
2024-07-16 15:01:13,30
2024-07-16 15:01:14,30
2024-07-16 15:01:15,30
2024-07-16 15:01:16,30
2024-07-16 15:01:17,30
2024-07-16 15:01:18,30
2024-07-16 15:01:19,31
2024-07-16 15:01:20,31
2024-07-16 15:01:21,31
2024-07-16 15:01:22,32
2024-07-16 15:01:23,32
2024-07-16 15:01:24,32
2024-07-16 15:01:25,32
2024-07-16 15:01:26,32
2024-07-16 15:01:27,32
2024-07-16 15:01:28,32
2024-07-16 15:01:29,32
2024-07-16 15:01:30,32
2024-07-16 15:01:31,33
2024-07-16 15:01:32,33
2024-07-16 15:01:33,32
2024-07-16 15:01:34,32
2024-07-16 15:01:35,33
