Timestamp,mics_Vred
2024-07-16 15:30:00,29
2024-07-16 15:30:01,29
2024-07-16 15:30:02,29
2024-07-16 15:30:03,29
2024-07-16 15:30:04,29
2024-07-16 15:30:05,29
2024-07-16 15:30:06,29
2024-07-16 15:30:07,29
2024-07-16 15:30:08,29
2024-07-16 15:30:09,29
2024-07-16 15:30:10,29
2024-07-16 15:30:11,29
2024-07-16 15:30:12,29
2024-07-16 15:30:13,29
2024-07-16 15:30:14,29
2024-07-16 15:30:15,29
2024-07-16 15:30:16,28
2024-07-16 15:30:17,28
2024-07-16 15:30:18,28
2024-07-16 15:30:19,29
2024-07-16 15:30:20,29
2024-07-16 15:30:21,29
2024-07-16 15:30:22,29
2024-07-16 15:30:23,28
2024-07-16 15:30:24,28
2024-07-16 15:30:25,28
2024-07-16 15:30:26,28
2024-07-16 15:30:27,28
2024-07-16 15:30:28,28
2024-07-16 15:30:29,28
2024-07-16 15:30:30,28
2024-07-16 15:30:31,28
2024-07-16 15:30:32,28
2024-07-16 15:30:33,29
2024-07-16 15:30:34,28
2024-07-16 15:30:35,28
2024-07-16 15:30:36,29
2024-07-16 15:30:37,28
2024-07-16 15:30:38,28
2024-07-16 15:30:39,28
2024-07-16 15:30:40,28
2024-07-16 15:30:41,28
2024-07-16 15:30:42,28
2024-07-16 15:30:43,28
2024-07-16 15:30:44,28
2024-07-16 15:30:45,28
2024-07-16 15:30:46,28
2024-07-16 15:30:47,28
2024-07-16 15:30:48,28
2024-07-16 15:30:49,28
2024-07-16 15:30:50,28
2024-07-16 15:30:51,28
2024-07-16 15:30:52,28
2024-07-16 15:30:53,28
2024-07-16 15:30:54,28
2024-07-16 15:30:55,28
2024-07-16 15:30:56,28
2024-07-16 15:30:57,28
2024-07-16 15:30:58,28
2024-07-16 15:30:59,28
2024-07-16 15:31:00,28
2024-07-16 15:31:01,28
2024-07-16 15:31:02,28
2024-07-16 15:31:03,28
2024-07-16 15:31:04,28
2024-07-16 15:31:05,29
2024-07-16 15:31:07,28
2024-07-16 15:31:08,29
2024-07-16 15:31:09,28
2024-07-16 15:31:10,29
2024-07-16 15:31:11,29
2024-07-16 15:31:12,29
2024-07-16 15:31:13,29
2024-07-16 15:31:14,29
2024-07-16 15:31:15,28
2024-07-16 15:31:16,29
2024-07-16 15:31:17,29
2024-07-16 15:31:18,29
2024-07-16 15:31:19,29
2024-07-16 15:31:20,29
2024-07-16 15:31:21,28
