Timestamp,mics_Vnox
2024-07-16 16:15:00,470
2024-07-16 16:15:01,471
2024-07-16 16:15:02,471
2024-07-16 16:15:03,471
2024-07-16 16:15:04,471
2024-07-16 16:15:05,471
2024-07-16 16:15:06,471
2024-07-16 16:15:07,471
2024-07-16 16:15:08,471
2024-07-16 16:15:09,471
2024-07-16 16:15:10,471
2024-07-16 16:15:11,471
2024-07-16 16:15:12,471
2024-07-16 16:15:13,471
2024-07-16 16:15:14,471
2024-07-16 16:15:15,471
2024-07-16 16:15:16,471
2024-07-16 16:15:17,471
2024-07-16 16:15:18,471
2024-07-16 16:15:19,471
2024-07-16 16:15:20,471
2024-07-16 16:15:21,471
2024-07-16 16:15:22,471
2024-07-16 16:15:23,471
2024-07-16 16:15:24,471
2024-07-16 16:15:25,471
2024-07-16 16:15:26,471
2024-07-16 16:15:27,471
2024-07-16 16:15:28,471
2024-07-16 16:15:29,471
2024-07-16 16:15:30,471
2024-07-16 16:15:31,471
2024-07-16 16:15:32,471
2024-07-16 16:15:33,471
2024-07-16 16:15:34,471
2024-07-16 16:15:35,471
2024-07-16 16:15:36,471
2024-07-16 16:15:37,471
2024-07-16 16:15:38,471
2024-07-16 16:15:39,471
2024-07-16 16:15:40,471
2024-07-16 16:15:41,471
2024-07-16 16:15:42,472
2024-07-16 16:15:43,472
2024-07-16 16:15:44,472
2024-07-16 16:15:46,472
2024-07-16 16:15:47,472
2024-07-16 16:15:48,472
2024-07-16 16:15:49,473
2024-07-16 16:15:50,472
2024-07-16 16:15:51,473
2024-07-16 16:15:52,473
2024-07-16 16:15:53,473
2024-07-16 16:15:54,473
2024-07-16 16:15:55,473
2024-07-16 16:15:56,473
2024-07-16 16:15:57,473
2024-07-16 16:15:58,473
2024-07-16 16:15:59,473
2024-07-16 16:16:00,473
2024-07-16 16:16:01,473
2024-07-16 16:16:02,473
2024-07-16 16:16:03,473
2024-07-16 16:16:04,473
2024-07-16 16:16:05,473
2024-07-16 16:16:06,473
2024-07-16 16:16:07,473
2024-07-16 16:16:08,473
2024-07-16 16:16:09,473
2024-07-16 16:16:10,473
2024-07-16 16:16:11,473
2024-07-16 16:16:12,473
2024-07-16 16:16:13,473
2024-07-16 16:16:14,473
2024-07-16 16:16:15,473
2024-07-16 16:16:16,473
2024-07-16 16:16:17,473
2024-07-16 16:16:18,473
2024-07-16 16:16:19,473
2024-07-16 16:16:20,473
2024-07-16 16:16:21,473
2024-07-16 16:16:22,473
2024-07-16 16:16:23,473
2024-07-16 16:16:24,473
2024-07-16 16:16:25,473
2024-07-16 16:16:26,473
2024-07-16 16:16:27,474
2024-07-16 16:16:28,474
2024-07-16 16:16:29,473
2024-07-16 16:16:30,474
2024-07-16 16:16:31,474
2024-07-16 16:16:32,474
2024-07-16 16:16:33,474
2024-07-16 16:16:34,474
2024-07-16 16:16:35,474
2024-07-16 16:16:36,474
2024-07-16 16:16:37,474
2024-07-16 16:16:38,474
2024-07-16 16:16:39,474
2024-07-16 16:16:40,474
2024-07-16 16:16:41,474
2024-07-16 16:16:42,474
2024-07-16 16:16:43,474
2024-07-16 16:16:44,474
2024-07-16 16:16:45,474
2024-07-16 16:16:46,474
2024-07-16 16:16:47,474
2024-07-16 16:16:48,474
2024-07-16 16:16:49,474
2024-07-16 16:16:50,474
2024-07-16 16:16:51,474
2024-07-16 16:16:52,474
2024-07-16 16:16:53,474
2024-07-16 16:16:54,474
2024-07-16 16:16:55,474
2024-07-16 16:16:56,474
2024-07-16 16:16:57,474
2024-07-16 16:16:58,474
2024-07-16 16:16:59,474
2024-07-16 16:17:00,474
2024-07-16 16:17:01,475
