Timestamp,mics_Vnox
2024-07-16 13:30:00,642
2024-07-16 13:30:01,641
2024-07-16 13:30:02,641
2024-07-16 13:30:03,641
2024-07-16 13:30:04,641
2024-07-16 13:30:05,641
2024-07-16 13:30:06,641
2024-07-16 13:30:07,641
2024-07-16 13:30:08,641
2024-07-16 13:30:09,641
2024-07-16 13:30:10,641
2024-07-16 13:30:11,641
2024-07-16 13:30:12,641
2024-07-16 13:30:13,641
2024-07-16 13:30:14,640
2024-07-16 13:30:15,640
2024-07-16 13:30:16,640
2024-07-16 13:30:17,640
2024-07-16 13:30:18,640
2024-07-16 13:30:19,640
2024-07-16 13:30:20,640
2024-07-16 13:30:21,640
2024-07-16 13:30:22,639
2024-07-16 13:30:23,639
2024-07-16 13:30:24,639
2024-07-16 13:30:25,639
2024-07-16 13:30:26,639
2024-07-16 13:30:27,639
2024-07-16 13:30:28,639
2024-07-16 13:30:29,638
2024-07-16 13:30:30,639
2024-07-16 13:30:31,638
2024-07-16 13:30:32,638
2024-07-16 13:30:33,638
2024-07-16 13:30:34,638
2024-07-16 13:30:35,638
2024-07-16 13:30:36,638
2024-07-16 13:30:37,638
2024-07-16 13:30:38,638
2024-07-16 13:30:39,637
2024-07-16 13:30:40,637
2024-07-16 13:30:41,637
2024-07-16 13:30:42,637
2024-07-16 13:30:43,637
2024-07-16 13:30:44,637
2024-07-16 13:30:45,637
2024-07-16 13:30:46,636
2024-07-16 13:30:47,636
2024-07-16 13:30:48,636
2024-07-16 13:30:49,636
2024-07-16 13:30:50,636
2024-07-16 13:30:51,636
2024-07-16 13:30:52,636
2024-07-16 13:30:53,636
2024-07-16 13:30:54,636
2024-07-16 13:30:55,636
2024-07-16 13:30:56,636
2024-07-16 13:30:57,636
2024-07-16 13:30:58,635
2024-07-16 13:30:59,635
2024-07-16 13:31:00,635
2024-07-16 13:31:01,635
2024-07-16 13:31:02,635
2024-07-16 13:31:03,634
2024-07-16 13:31:04,634
2024-07-16 13:31:05,634
2024-07-16 13:31:06,634
2024-07-16 13:31:07,634
2024-07-16 13:31:08,634
2024-07-16 13:31:10,633
2024-07-16 13:31:11,633
2024-07-16 13:31:12,633
2024-07-16 13:31:13,633
2024-07-16 13:31:14,633
2024-07-16 13:31:15,633
2024-07-16 13:31:16,632
2024-07-16 13:31:17,632
2024-07-16 13:31:18,632
2024-07-16 13:31:19,632
2024-07-16 13:31:20,632
2024-07-16 13:31:21,632
2024-07-16 13:31:22,632
2024-07-16 13:31:23,632
2024-07-16 13:31:24,631
2024-07-16 13:31:25,631
