Timestamp,mics_Vnox
2024-07-16 13:45:00,595
2024-07-16 13:45:01,595
2024-07-16 13:45:02,595
2024-07-16 13:45:03,595
2024-07-16 13:45:04,595
2024-07-16 13:45:05,595
2024-07-16 13:45:07,595
2024-07-16 13:45:08,595
2024-07-16 13:45:09,595
2024-07-16 13:45:10,595
2024-07-16 13:45:11,595
2024-07-16 13:45:12,595
2024-07-16 13:45:13,595
2024-07-16 13:45:14,595
2024-07-16 13:45:15,595
2024-07-16 13:45:16,595
2024-07-16 13:45:17,595
2024-07-16 13:45:18,594
2024-07-16 13:45:19,594
2024-07-16 13:45:20,594
2024-07-16 13:45:21,594
2024-07-16 13:45:22,594
2024-07-16 13:45:23,594
2024-07-16 13:45:24,594
2024-07-16 13:45:25,594
2024-07-16 13:45:26,593
2024-07-16 13:45:27,593
2024-07-16 13:45:28,593
2024-07-16 13:45:29,593
2024-07-16 13:45:30,593
2024-07-16 13:45:31,594
2024-07-16 13:45:32,593
2024-07-16 13:45:33,593
2024-07-16 13:45:34,593
2024-07-16 13:45:35,593
2024-07-16 13:45:36,593
2024-07-16 13:45:37,593
2024-07-16 13:45:38,592
2024-07-16 13:45:39,592
2024-07-16 13:45:40,592
2024-07-16 13:45:41,592
2024-07-16 13:45:42,592
2024-07-16 13:45:43,592
2024-07-16 13:45:44,592
2024-07-16 13:45:45,591
2024-07-16 13:45:46,591
2024-07-16 13:45:47,591
2024-07-16 13:45:48,591
2024-07-16 13:45:49,591
2024-07-16 13:45:50,591
2024-07-16 13:45:51,590
2024-07-16 13:45:52,590
2024-07-16 13:45:53,590
2024-07-16 13:45:54,590
2024-07-16 13:45:55,589
2024-07-16 13:45:56,589
2024-07-16 13:45:57,589
2024-07-16 13:45:58,589
2024-07-16 13:45:59,589
2024-07-16 13:46:00,589
2024-07-16 13:46:01,588
2024-07-16 13:46:02,589
2024-07-16 13:46:03,588
2024-07-16 13:46:04,588
2024-07-16 13:46:05,588
2024-07-16 13:46:06,588
2024-07-16 13:46:07,588
2024-07-16 13:46:08,588
2024-07-16 13:46:09,588
2024-07-16 13:46:10,588
2024-07-16 13:46:11,588
2024-07-16 13:46:12,588
2024-07-16 13:46:13,588
2024-07-16 13:46:14,589
2024-07-16 13:46:15,588
2024-07-16 13:46:16,589
2024-07-16 13:46:17,589
2024-07-16 13:46:18,589
2024-07-16 13:46:19,588
2024-07-16 13:46:20,588
2024-07-16 13:46:21,588
2024-07-16 13:46:22,588
2024-07-16 13:46:23,588
2024-07-16 13:46:24,588
2024-07-16 13:46:25,588
2024-07-16 13:46:26,588
2024-07-16 13:46:27,588
2024-07-16 13:46:28,588
2024-07-16 13:46:30,588
2024-07-16 13:46:31,588
2024-07-16 13:46:32,588
2024-07-16 13:46:33,588
2024-07-16 13:46:34,588
2024-07-16 13:46:35,588
2024-07-16 13:46:36,588
2024-07-16 13:46:37,588
2024-07-16 13:46:38,588
2024-07-16 13:46:39,588
2024-07-16 13:46:40,588
2024-07-16 13:46:41,588
2024-07-16 13:46:42,588
2024-07-16 13:46:43,588
2024-07-16 13:46:44,588
2024-07-16 13:46:45,588
2024-07-16 13:46:46,588
2024-07-16 13:46:47,588
2024-07-16 13:46:48,588
2024-07-16 13:46:49,588
2024-07-16 13:46:50,588
2024-07-16 13:46:51,588
2024-07-16 13:46:52,588
2024-07-16 13:46:53,588
2024-07-16 13:46:54,588
2024-07-16 13:46:55,587
2024-07-16 13:46:56,588
2024-07-16 13:46:57,588
2024-07-16 13:46:58,588
2024-07-16 13:46:59,588
2024-07-16 13:47:00,587
2024-07-16 13:47:01,587
2024-07-16 13:47:02,588
2024-07-16 13:47:03,587
2024-07-16 13:47:04,587
2024-07-16 13:47:05,587
2024-07-16 13:47:06,587
2024-07-16 13:47:07,587
2024-07-16 13:47:08,587
2024-07-16 13:47:09,587
2024-07-16 13:47:10,587
2024-07-16 13:47:11,587
2024-07-16 13:47:12,587
2024-07-16 13:47:13,587
2024-07-16 13:47:14,587
2024-07-16 13:47:15,587
2024-07-16 13:47:16,587
2024-07-16 13:47:17,587
2024-07-16 13:47:18,587
2024-07-16 13:47:19,588
2024-07-16 13:47:20,587
2024-07-16 13:47:21,587
2024-07-16 13:47:22,587
2024-07-16 13:47:23,587
2024-07-16 13:47:24,588
2024-07-16 13:47:25,588
2024-07-16 13:47:26,588
2024-07-16 13:47:27,588
2024-07-16 13:47:28,588
2024-07-16 13:47:29,588
2024-07-16 13:47:30,588
2024-07-16 13:47:31,588
2024-07-16 13:47:32,587
2024-07-16 13:47:33,587
2024-07-16 13:47:34,587
2024-07-16 13:47:35,588
2024-07-16 13:47:36,588
2024-07-16 13:47:37,587
2024-07-16 13:47:38,587
2024-07-16 13:47:39,588
2024-07-16 13:47:40,588
2024-07-16 13:47:41,588
2024-07-16 13:47:42,588
2024-07-16 13:47:43,588
2024-07-16 13:47:44,588
2024-07-16 13:47:45,588
2024-07-16 13:47:46,588
2024-07-16 13:47:47,588
2024-07-16 13:47:48,588
2024-07-16 13:47:49,588
2024-07-16 13:47:50,588
2024-07-16 13:47:51,588
2024-07-16 13:47:52,588
2024-07-16 13:47:54,588
2024-07-16 13:47:55,588
2024-07-16 13:47:56,588
2024-07-16 13:47:57,587
2024-07-16 13:47:58,587
2024-07-16 13:47:59,587
2024-07-16 13:48:00,587
2024-07-16 13:48:01,587
2024-07-16 13:48:02,587
2024-07-16 13:48:03,587
2024-07-16 13:48:04,587
2024-07-16 13:48:05,586
2024-07-16 13:48:06,586
2024-07-16 13:48:07,586
2024-07-16 13:48:08,586
2024-07-16 13:48:09,586
2024-07-16 13:48:10,586
2024-07-16 13:48:11,586
2024-07-16 13:48:12,585
2024-07-16 13:48:13,585
2024-07-16 13:48:14,585
2024-07-16 13:48:15,585
2024-07-16 13:48:16,585
2024-07-16 13:48:17,585
2024-07-16 13:48:18,584
2024-07-16 13:48:19,585
2024-07-16 13:48:20,585
2024-07-16 13:48:21,584
2024-07-16 13:48:22,584
2024-07-16 13:48:23,584
2024-07-16 13:48:24,584
2024-07-16 13:48:25,584
2024-07-16 13:48:26,584
2024-07-16 13:48:27,584
2024-07-16 13:48:28,583
2024-07-16 13:48:29,583
2024-07-16 13:48:30,583
2024-07-16 13:48:31,583
2024-07-16 13:48:32,583
