Timestamp,mq5
2024-07-16 13:30:00,28
2024-07-16 13:30:01,28
2024-07-16 13:30:02,28
2024-07-16 13:30:03,28
2024-07-16 13:30:04,28
2024-07-16 13:30:05,28
2024-07-16 13:30:06,28
2024-07-16 13:30:07,28
2024-07-16 13:30:08,28
2024-07-16 13:30:09,28
2024-07-16 13:30:10,28
2024-07-16 13:30:11,28
2024-07-16 13:30:12,28
2024-07-16 13:30:13,28
2024-07-16 13:30:14,28
2024-07-16 13:30:15,28
2024-07-16 13:30:16,28
2024-07-16 13:30:17,28
2024-07-16 13:30:18,28
2024-07-16 13:30:19,28
2024-07-16 13:30:20,28
2024-07-16 13:30:21,28
2024-07-16 13:30:22,28
2024-07-16 13:30:23,28
2024-07-16 13:30:24,28
2024-07-16 13:30:25,28
2024-07-16 13:30:26,28
2024-07-16 13:30:27,28
2024-07-16 13:30:28,28
2024-07-16 13:30:29,28
2024-07-16 13:30:30,28
2024-07-16 13:30:31,28
2024-07-16 13:30:32,28
2024-07-16 13:30:33,28
2024-07-16 13:30:34,27
2024-07-16 13:30:35,28
2024-07-16 13:30:36,28
2024-07-16 13:30:37,28
2024-07-16 13:30:38,28
2024-07-16 13:30:39,28
2024-07-16 13:30:40,28
2024-07-16 13:30:41,28
2024-07-16 13:30:42,28
2024-07-16 13:30:43,28
2024-07-16 13:30:44,28
2024-07-16 13:30:45,28
2024-07-16 13:30:46,28
2024-07-16 13:30:47,28
2024-07-16 13:30:48,28
2024-07-16 13:30:49,28
2024-07-16 13:30:50,28
2024-07-16 13:30:51,27
2024-07-16 13:30:52,28
2024-07-16 13:30:53,28
2024-07-16 13:30:54,28
2024-07-16 13:30:55,28
2024-07-16 13:30:56,28
2024-07-16 13:30:57,28
2024-07-16 13:30:58,27
2024-07-16 13:30:59,28
2024-07-16 13:31:00,28
2024-07-16 13:31:01,28
2024-07-16 13:31:02,27
2024-07-16 13:31:03,27
2024-07-16 13:31:04,27
2024-07-16 13:31:05,27
2024-07-16 13:31:06,28
2024-07-16 13:31:07,27
2024-07-16 13:31:08,27
2024-07-16 13:31:10,27
2024-07-16 13:31:11,27
2024-07-16 13:31:12,27
2024-07-16 13:31:13,27
2024-07-16 13:31:14,27
2024-07-16 13:31:15,28
2024-07-16 13:31:16,27
2024-07-16 13:31:17,28
2024-07-16 13:31:18,27
2024-07-16 13:31:19,27
2024-07-16 13:31:20,27
2024-07-16 13:31:21,27
2024-07-16 13:31:22,27
2024-07-16 13:31:23,27
2024-07-16 13:31:24,27
2024-07-16 13:31:25,27
2024-07-16 13:31:26,27
2024-07-16 13:31:27,27
2024-07-16 13:31:28,27
2024-07-16 13:31:29,27
2024-07-16 13:31:30,27
2024-07-16 13:31:31,27
2024-07-16 13:31:32,27
2024-07-16 13:31:33,27
2024-07-16 13:31:34,27
2024-07-16 13:31:35,27
2024-07-16 13:31:36,27
2024-07-16 13:31:37,27
2024-07-16 13:31:38,27
2024-07-16 13:31:39,27
2024-07-16 13:31:40,27
2024-07-16 13:31:41,27
2024-07-16 13:31:42,27
2024-07-16 13:31:43,27
2024-07-16 13:31:44,27
2024-07-16 13:31:45,27
2024-07-16 13:31:46,27
2024-07-16 13:31:47,27
2024-07-16 13:31:48,27
2024-07-16 13:31:49,27
2024-07-16 13:31:50,27
2024-07-16 13:31:51,27
2024-07-16 13:31:52,27
2024-07-16 13:31:53,27
2024-07-16 13:31:54,27
2024-07-16 13:31:55,27
2024-07-16 13:31:56,27
2024-07-16 13:31:57,27
2024-07-16 13:31:58,27
2024-07-16 13:31:59,27
2024-07-16 13:32:00,27
2024-07-16 13:32:01,27
2024-07-16 13:32:02,27
2024-07-16 13:32:03,27
2024-07-16 13:32:04,27
2024-07-16 13:32:05,27
2024-07-16 13:32:06,27
2024-07-16 13:32:07,27
2024-07-16 13:32:08,27
2024-07-16 13:32:09,27
2024-07-16 13:32:10,27
2024-07-16 13:32:11,27
2024-07-16 13:32:12,27
2024-07-16 13:32:13,27
2024-07-16 13:32:14,27
2024-07-16 13:32:15,27
2024-07-16 13:32:16,27
2024-07-16 13:32:17,27
2024-07-16 13:32:18,27
2024-07-16 13:32:19,27
2024-07-16 13:32:20,27
2024-07-16 13:32:21,27
2024-07-16 13:32:22,27
2024-07-16 13:32:23,27
2024-07-16 13:32:24,27
2024-07-16 13:32:25,27
2024-07-16 13:32:26,27
2024-07-16 13:32:27,27
2024-07-16 13:32:28,27
2024-07-16 13:32:29,27
2024-07-16 13:32:30,27
2024-07-16 13:32:31,27
2024-07-16 13:32:32,27
2024-07-16 13:32:34,27
2024-07-16 13:32:35,27
2024-07-16 13:32:36,27
2024-07-16 13:32:37,27
2024-07-16 13:32:38,26
2024-07-16 13:32:39,27
2024-07-16 13:32:40,27
2024-07-16 13:32:41,27
2024-07-16 13:32:42,27
2024-07-16 13:32:43,27
2024-07-16 13:32:44,27
2024-07-16 13:32:45,27
2024-07-16 13:32:46,27
2024-07-16 13:32:47,27
2024-07-16 13:32:48,27
2024-07-16 13:32:49,27
2024-07-16 13:32:50,27
2024-07-16 13:32:51,27
2024-07-16 13:32:52,27
2024-07-16 13:32:53,27
2024-07-16 13:32:54,27
2024-07-16 13:32:55,27
2024-07-16 13:32:56,27
2024-07-16 13:32:57,27
2024-07-16 13:32:58,27
2024-07-16 13:32:59,27
2024-07-16 13:33:00,27
2024-07-16 13:33:01,27
2024-07-16 13:33:02,27
2024-07-16 13:33:03,27
2024-07-16 13:33:04,27
2024-07-16 13:33:05,27
2024-07-16 13:33:06,27
2024-07-16 13:33:07,26
2024-07-16 13:33:08,27
2024-07-16 13:33:09,27
2024-07-16 13:33:10,27
2024-07-16 13:33:11,27
2024-07-16 13:33:12,27
2024-07-16 13:33:13,27
2024-07-16 13:33:14,26
2024-07-16 13:33:15,27
2024-07-16 13:33:16,26
2024-07-16 13:33:17,27
2024-07-16 13:33:18,27
2024-07-16 13:33:19,26
2024-07-16 13:33:20,26
2024-07-16 13:33:21,26
2024-07-16 13:33:22,26
2024-07-16 13:33:23,26
2024-07-16 13:33:24,26
2024-07-16 13:33:25,26
2024-07-16 13:33:26,27
2024-07-16 13:33:27,26
2024-07-16 13:33:28,26
2024-07-16 13:33:29,27
2024-07-16 13:33:30,27
2024-07-16 13:33:31,27
2024-07-16 13:33:32,26
2024-07-16 13:33:33,26
2024-07-16 13:33:34,26
2024-07-16 13:33:35,27
2024-07-16 13:33:36,26
2024-07-16 13:33:37,26
2024-07-16 13:33:38,26
2024-07-16 13:33:39,27
2024-07-16 13:33:40,27
